timestamp,temperature,pressure,humidity,rainfall_mm,wind_speed,pressure_drop_5min,pressure_drop_15min,humidity_change_15min,cloud_env_pwv,cloud_env_cloud_base,cloud_env_sat_bt,cloud_env_ctc,cloud_env_radar_dbz,cloud_env_echo_top
20-07-2017 04:16:30,30.798,1008.241,77.037,0.0013,4.613,-0.132,0.154,-3.016,64.937,3425.5,290.644,0.42829,12.627,4002.9
20-07-2017 04:17:00,30.893,1008.487,78.055,0.0003,4.091,0.104,0.322,0.302,66.044,3484.9,291.388,-0.22358,11.883,3989.1
20-07-2017 04:17:30,31.226,1008.084,78.787,0.0,3.99,-0.098,-0.4,-0.62,64.429,3371.1,290.196,-0.43235,10.277,3972.5
20-07-2017 04:18:00,31.175,1008.311,80.026,0.0001,4.456,0.159,0.124,0.559,64.79,3482.8,290.523,0.5613,9.036,3965.1
20-07-2017 04:18:30,30.806,1008.429,78.385,0.0004,4.612,0.17,0.158,-1.239,63.131,3525.9,291.319,0.10657,8.616,3999.7
20-07-2017 04:19:00,31.087,1008.523,76.846,0.0,5.107,0.17,0.225,0.728,66.388,3430.0,290.737,-0.39039,10.237,3988.7
20-07-2017 04:19:30,31.25,1008.201,78.745,0.0003,4.983,-0.066,-0.065,-1.425,64.144,3382.5,290.538,0.18201,10.953,3980.4
20-07-2017 04:20:00,30.657,1008.309,78.83,0.0002,3.943,0.248,0.068,1.025,65.262,3426.1,291.101,0.11418,9.122,3935.1
20-07-2017 04:20:30,31.21,1008.318,78.939,0.0008,4.207,0.164,0.211,0.815,64.919,3321.7,290.767,-0.22756,9.845,3919.1
20-07-2017 04:21:00,30.921,1008.273,80.04,0.0001,4.671,0.032,-0.151,-2.577,64.922,3431.1,290.646,0.02057,9.031,3985.6
20-07-2017 04:21:30,31.23,1008.238,80.189,0.0006,4.909,-0.003,-0.229,1.076,65.648,3474.1,290.808,-0.04647,11.814,3979.9
20-07-2017 04:22:00,30.908,1008.302,77.769,0.0003,4.831,-0.185,0.254,-0.312,66.337,3431.2,290.553,-0.18148,9.366,3990.1
20-07-2017 04:22:30,30.648,1007.946,77.736,0.0004,4.23,-0.138,-0.181,2.384,65.201,3418.8,290.445,0.08168,8.217,3994.6
20-07-2017 04:23:00,30.704,1008.332,77.1,0.0001,3.516,0.021,0.116,-3.645,65.524,3459.4,290.716,0.00097,8.304,3973.9
20-07-2017 04:23:30,31.123,1008.265,79.708,0.0005,3.669,-0.164,0.131,3.066,65.263,3463.2,290.447,0.01864,8.926,3989.4
20-07-2017 04:24:00,31.188,1008.223,80.833,0.0006,4.432,-0.3,-0.088,3.678,65.814,3350.0,290.753,0.20481,10.677,3957.3
20-07-2017 04:24:30,30.897,1008.496,78.188,0.0,4.473,0.295,0.333,0.024,64.63,3437.5,290.856,0.12636,11.43,4076.2
20-07-2017 04:25:00,31.295,1008.169,78.298,0.0009,3.609,-0.14,-0.341,-2.487,65.86,3554.8,291.006,0.11603,10.812,3960.0
20-07-2017 04:25:30,30.72,1008.202,80.86,0.001,4.295,-0.116,-0.191,1.04,65.888,3366.3,291.088,-0.18882,10.516,3981.5
20-07-2017 04:26:00,31.131,1008.489,79.419,0.0,4.647,0.216,0.213,0.995,65.866,3428.7,290.628,-0.09428,8.795,3963.8
20-07-2017 04:26:30,30.845,1008.15,79.315,0.0005,3.577,-0.088,-0.223,0.192,64.472,3530.1,290.9,0.13474,10.204,3963.0
20-07-2017 04:27:00,30.997,1008.184,76.874,0.0005,4.931,-0.118,-0.199,-0.886,64.865,3488.2,290.898,-0.02574,10.841,4001.2
20-07-2017 04:27:30,31.172,1008.232,79.678,0.0,4.041,0.286,0.05,0.809,65.192,3407.3,290.848,-0.1458,8.633,3994.9
20-07-2017 04:28:00,30.957,1008.351,77.267,0.0002,5.023,0.019,0.199,-1.504,63.903,3443.3,290.606,-0.20338,6.875,3977.0
20-07-2017 04:28:30,31.076,1008.275,76.959,0.0017,3.948,0.01,0.016,-3.154,66.276,3432.9,290.442,0.14722,11.457,3985.8
20-07-2017 04:29:00,31.435,1008.095,78.14,0.0004,3.652,-0.128,-0.258,-1.971,64.99,3395.6,290.901,-0.10182,10.289,3964.0
20-07-2017 04:29:30,31.039,1008.186,77.782,0.0014,3.993,-0.31,-0.081,-1.62,65.227,3429.3,290.238,-0.11548,9.494,4020.1
20-07-2017 04:30:00,31.405,1008.177,78.328,0.0006,4.211,0.008,0.116,0.211,64.538,3419.0,290.67,-0.12702,12.214,4102.8
20-07-2017 04:30:30,30.913,1008.241,76.499,0.0,4.035,0.039,0.087,-3.274,63.938,3438.7,289.984,-0.16028,8.961,3956.3
20-07-2017 04:31:00,31.34,1008.301,80.098,0.0,4.138,-0.188,0.06,1.576,64.517,3395.6,290.349,0.25147,6.85,4019.7
20-07-2017 04:31:30,31.568,1008.3,80.352,0.0006,4.468,0.15,0.059,3.314,65.175,3369.2,290.487,0.36497,10.386,4002.2
20-07-2017 04:32:00,30.601,1008.037,75.739,0.0004,4.165,-0.147,-0.45,-2.316,65.539,3430.9,291.079,0.23479,9.899,4033.4
20-07-2017 04:32:30,31.02,1008.378,80.128,0.0001,4.228,0.146,0.294,1.341,65.129,3518.8,290.956,-0.2476,6.641,4034.8
20-07-2017 04:33:00,31.375,1008.28,77.444,0.0005,3.242,-0.071,-0.031,-2.581,65.277,3437.1,290.584,0.00619,9.3,4010.3
20-07-2017 04:33:30,31.18,1008.416,79.946,0.0008,4.503,0.141,-0.013,1.561,64.73,3416.4,290.969,0.21623,8.507,3998.0
20-07-2017 04:34:00,31.336,1008.303,78.558,0.0007,4.214,0.208,-0.22,1.711,65.397,3470.7,291.016,-0.13351,8.985,3978.3
20-07-2017 04:34:30,31.092,1008.382,78.703,0.0001,5.234,0.196,0.181,-0.042,66.186,3425.1,290.702,-0.3408,9.234,3961.8
20-07-2017 04:35:00,31.276,1008.306,78.383,0.0001,3.704,0.129,-0.003,-0.448,65.564,3526.4,290.335,-0.00709,6.303,3995.2
20-07-2017 04:35:30,31.216,1008.412,80.478,0.0017,3.183,0.171,0.094,1.539,65.648,3432.8,290.688,0.19297,8.977,3935.8
20-07-2017 04:36:00,31.558,1008.313,76.801,0.0011,4.639,0.012,0.04,-3.239,65.235,3468.0,290.721,-0.15368,9.753,3970.3
20-07-2017 04:36:30,31.33,1008.238,79.572,0.0002,4.476,-0.062,0.0,-0.617,63.797,3395.3,290.38,0.06974,10.954,4055.3
20-07-2017 04:37:00,31.362,1008.523,80.312,0.0009,3.663,0.486,0.221,2.543,64.164,3458.2,290.86,0.22684,10.612,4004.9
20-07-2017 04:37:30,31.175,1008.357,79.735,0.0001,3.35,-0.021,0.411,1.999,65.364,3446.8,290.834,0.0117,10.584,4044.6
20-07-2017 04:38:00,31.167,1008.319,82.147,0.0001,5.19,0.039,-0.013,5.047,64.991,3430.2,290.884,-0.00013,8.223,4073.5
20-07-2017 04:38:30,31.181,1008.097,77.867,0.0001,5.116,-0.319,-0.168,-1.842,65.352,3407.9,290.834,0.04272,9.272,3991.1
20-07-2017 04:39:00,31.4,1008.095,80.096,0.0,2.775,-0.208,-0.128,-0.737,66.341,3401.1,290.969,-0.06874,10.276,4010.4
20-07-2017 04:39:30,31.196,1008.285,78.501,0.001,3.993,-0.097,-0.211,0.313,65.581,3447.1,290.696,-0.07921,9.704,3984.9
20-07-2017 04:40:00,31.385,1008.267,80.51,0.0004,5.266,-0.039,0.098,2.212,66.007,3464.5,290.811,-0.03276,10.016,3959.4
20-07-2017 04:40:30,31.831,1008.176,78.649,0.0001,3.982,-0.236,-0.026,-2.212,65.076,3426.7,290.631,-0.11794,7.59,3952.4
20-07-2017 04:41:00,31.542,1008.267,78.078,0.0009,3.974,-0.046,-0.222,-1.34,64.354,3447.4,290.575,0.2604,11.221,4042.2
20-07-2017 04:41:30,31.242,1008.441,80.619,0.0008,4.098,0.203,0.291,1.305,64.954,3431.1,291.151,-0.21889,9.722,4010.4
20-07-2017 04:42:00,31.636,1008.333,77.923,0.0001,3.595,-0.19,0.149,1.049,64.356,3437.9,290.137,-0.06922,8.788,4092.3
20-07-2017 04:42:30,31.233,1008.113,76.541,0.0005,3.245,-0.244,-0.119,-3.137,66.247,3423.0,291.013,0.21348,13.376,4048.6
20-07-2017 04:43:00,30.837,1008.237,77.885,0.0006,4.899,-0.082,-0.114,0.618,65.632,3433.9,290.564,-0.24402,11.257,3963.4
20-07-2017 04:43:30,31.095,1008.153,79.589,0.0006,3.162,0.056,-0.122,2.63,65.416,3567.9,290.525,0.13232,9.899,4042.0
20-07-2017 04:44:00,30.89,1008.203,80.748,0.0006,4.416,0.108,0.108,2.608,65.989,3448.6,290.828,-0.11094,13.417,3984.7
20-07-2017 04:44:30,31.27,1008.2,78.827,0.0001,4.8,-0.085,0.014,1.045,63.384,3465.3,290.303,-0.16164,12.006,4060.8
20-07-2017 04:45:00,31.374,1008.193,80.638,0.0002,3.397,-0.074,0.016,2.31,65.471,3454.9,290.505,0.09607,9.231,3975.7
20-07-2017 04:45:30,31.788,1008.099,76.623,0.0009,3.713,-0.077,-0.142,0.124,63.951,3419.9,290.495,0.08919,9.798,3947.4
20-07-2017 04:46:00,31.462,1008.235,77.995,0.0011,4.996,-0.032,-0.066,-2.103,64.994,3497.7,290.684,0.00675,9.882,3960.2
20-07-2017 04:46:30,31.326,1008.183,78.227,0.0002,4.588,-0.258,-0.117,-2.124,64.751,3418.5,290.509,0.27338,13.73,3962.8
20-07-2017 04:47:00,31.599,1007.898,78.488,0.0,3.898,-0.435,-0.139,2.749,65.529,3485.8,291.23,0.39017,11.487,3958.0
20-07-2017 04:47:30,30.839,1008.496,78.786,0.001,4.989,0.383,0.118,-1.342,65.183,3416.3,291.289,-0.54347,8.597,3971.4
20-07-2017 04:48:00,31.462,1008.381,79.697,0.0002,4.992,0.144,0.101,2.252,66.076,3385.0,290.143,-0.1879,8.291,4042.8
20-07-2017 04:48:30,31.595,1008.205,77.993,0.0002,4.429,0.052,-0.211,-1.953,64.518,3451.3,290.913,0.4321,8.829,4089.8
20-07-2017 04:49:00,31.044,1008.252,78.869,0.0002,3.728,0.049,-0.051,0.311,65.567,3377.8,291.008,-0.0002,9.512,3933.5
20-07-2017 04:49:30,31.7,1008.109,78.593,0.0003,4.02,-0.091,-0.273,-0.111,65.13,3459.8,290.913,-0.22752,8.795,4063.2
20-07-2017 04:50:00,31.509,1008.453,77.271,0.0002,4.44,0.26,0.147,-1.111,63.692,3373.3,290.553,-0.11806,7.326,3976.1
20-07-2017 04:50:30,31.321,1008.478,78.49,0.0004,4.155,0.379,0.066,-1.989,64.265,3417.1,290.677,-0.01352,10.237,4017.4
20-07-2017 04:51:00,31.594,1008.269,78.445,0.0,4.831,0.034,-0.044,1.644,64.88,3361.4,290.526,-0.02643,10.478,3917.3
20-07-2017 04:51:30,32.003,1008.373,78.413,0.0018,3.35,0.19,0.135,-1.159,65.89,3574.2,290.624,-0.06925,10.009,4026.2
20-07-2017 04:52:00,31.492,1008.271,78.708,0.0014,3.371,0.373,-0.252,-1.604,65.371,3350.3,290.387,0.04582,10.401,3899.7
20-07-2017 04:52:30,31.509,1008.09,78.774,0.0014,4.376,-0.406,-0.267,-0.961,64.066,3433.5,290.716,-0.04393,8.939,4015.7
20-07-2017 04:53:00,31.343,1008.201,78.012,0.0011,3.973,-0.18,-0.118,-4.135,64.888,3490.2,290.299,-0.0128,7.64,4012.9
20-07-2017 04:53:30,31.245,1008.266,80.569,0.0005,3.892,0.061,0.169,2.702,66.614,3484.8,290.69,0.03813,7.979,4009.6
20-07-2017 04:54:00,31.676,1008.195,76.906,0.0001,3.207,-0.057,0.1,-3.19,65.089,3475.6,290.375,0.06104,10.023,3963.3
20-07-2017 04:54:30,31.254,1008.224,77.579,0.0,4.28,0.115,-0.061,-0.922,64.738,3417.2,290.812,0.08537,12.133,4027.5
20-07-2017 04:55:00,31.497,1008.239,82.83,0.0001,4.236,-0.214,-0.028,2.32,65.393,3500.6,290.546,0.01256,12.102,4019.6
20-07-2017 04:55:30,31.36,1008.24,77.103,0.0002,4.66,-0.238,0.064,-1.545,65.611,3478.7,290.837,0.26415,7.219,3989.5
20-07-2017 04:56:00,31.61,1008.256,76.63,0.0004,4.309,-0.013,-0.011,-1.449,64.635,3443.6,291.074,0.19483,9.96,4033.6
20-07-2017 04:56:30,31.573,1008.123,79.762,0.0025,4.188,-0.25,-0.318,-0.857,65.402,3445.0,291.227,-0.54144,7.715,3995.2
20-07-2017 04:57:00,31.76,1008.164,75.545,0.0003,4.974,-0.107,-0.169,-2.378,64.737,3417.8,289.992,-0.36355,6.8,4026.4
20-07-2017 04:57:30,31.373,1008.096,78.307,0.0004,3.48,0.006,-0.017,1.766,65.575,3387.5,290.5,0.33374,11.069,3993.7
20-07-2017 04:58:00,31.444,1008.367,81.879,0.0006,4.59,0.166,0.13,3.994,65.136,3494.9,290.659,0.19418,8.042,4010.8
20-07-2017 04:58:30,31.267,1007.997,76.343,0.0001,3.265,-0.269,-0.156,-3.246,65.386,3498.6,290.888,-0.20209,11.539,4028.7
20-07-2017 04:59:00,31.411,1008.388,75.687,0.0014,3.765,0.193,0.185,-5.061,64.393,3388.8,290.255,-0.21636,12.676,3980.1
20-07-2017 04:59:30,31.616,1008.416,76.411,0.0004,3.54,0.192,0.216,-2.415,64.343,3425.3,290.455,0.08622,10.624,3938.3
20-07-2017 05:00:00,31.722,1008.093,81.007,0.0002,4.737,-0.146,-0.1,0.369,65.756,3475.8,290.427,-0.02084,8.711,4013.8
20-07-2017 05:00:30,31.302,1007.817,81.346,0.0014,4.229,-0.423,-0.282,4.723,64.936,3481.3,290.414,0.03709,10.632,4059.5
20-07-2017 05:01:00,31.761,1008.086,78.89,0.0005,4.26,-0.17,-0.149,0.895,65.228,3486.2,290.502,0.05382,11.903,4015.0
20-07-2017 05:01:30,31.882,1008.122,80.684,0.0003,3.604,-0.001,-0.061,2.457,64.755,3530.3,290.521,-0.00585,9.458,4015.9
20-07-2017 05:02:00,31.657,1008.008,81.745,0.0004,4.088,-0.156,0.11,3.256,65.719,3445.6,290.49,-0.0375,10.683,3997.9
20-07-2017 05:02:30,32.023,1008.068,82.34,0.0007,3.81,-0.028,-0.428,3.554,64.514,3440.6,290.446,-0.04243,10.554,4037.0
20-07-2017 05:03:00,31.371,1008.313,79.29,0.0001,4.498,-0.054,-0.068,-0.407,64.892,3544.8,290.405,0.07067,8.706,3990.7
20-07-2017 05:03:30,31.253,1008.209,76.207,0.001,3.673,0.212,0.004,-1.786,65.629,3459.8,290.588,-0.34426,10.402,3977.3
20-07-2017 05:04:00,31.13,1008.018,78.428,0.0016,5.066,-0.37,-0.234,-0.441,65.938,3419.8,289.716,0.13194,7.692,4055.3
20-07-2017 05:04:30,31.948,1007.938,79.019,0.0004,3.263,-0.478,-0.171,0.426,64.581,3458.7,290.852,0.00523,8.563,3973.5
20-07-2017 05:05:00,31.748,1008.09,79.271,0.0006,3.784,-0.003,-0.363,1.999,66.568,3466.5,289.727,-0.39352,11.25,4044.5
20-07-2017 05:05:30,31.571,1008.104,79.377,0.001,5.274,0.287,-0.374,0.888,65.251,3560.7,290.064,0.29666,12.82,4055.3
20-07-2017 05:06:00,31.665,1008.189,81.338,0.0002,4.007,0.103,-0.08,2.893,64.166,3529.2,290.32,0.26277,11.35,4028.3
20-07-2017 05:06:30,31.314,1008.065,81.571,0.0025,3.479,-0.057,-0.308,3.158,65.295,3540.3,290.59,-0.41528,8.513,3937.5
20-07-2017 05:07:00,32.217,1008.191,79.402,0.0006,4.399,0.183,-0.08,0.694,64.694,3524.0,289.49,-0.10511,7.746,4001.4
20-07-2017 05:07:30,31.637,1008.362,81.307,0.0003,3.983,0.294,0.272,2.533,65.347,3530.3,290.38,0.56815,8.147,3989.9
20-07-2017 05:08:00,31.643,1008.227,80.196,0.0006,3.766,-0.086,0.026,2.184,64.966,3448.6,290.626,0.1534,11.162,3975.2
20-07-2017 05:08:30,31.797,1008.124,79.756,0.0004,3.61,-0.085,-0.142,-0.813,65.059,3473.0,290.687,-0.22346,5.709,4007.1
20-07-2017 05:09:00,31.746,1008.107,81.019,0.0001,5.929,0.089,-0.088,4.113,64.271,3433.5,290.179,-0.1943,9.901,4038.5
20-07-2017 05:09:30,31.681,1008.087,79.768,0.0008,4.117,0.149,-0.137,2.189,65.792,3472.4,290.298,0.01218,11.688,3977.1
20-07-2017 05:10:00,31.438,1008.271,82.746,0.0004,3.113,0.181,0.032,-0.084,64.075,3517.2,290.203,-0.01378,10.718,3991.4
20-07-2017 05:10:30,31.753,1008.054,77.502,0.0008,5.164,-0.05,-0.186,0.398,64.113,3489.7,290.27,-0.06235,8.415,3987.9
20-07-2017 05:11:00,32.116,1008.135,78.887,0.0001,4.635,-0.054,-0.121,2.257,65.294,3548.5,290.079,-0.07449,8.563,4058.2
20-07-2017 05:11:30,31.982,1008.136,79.469,0.0004,3.808,0.071,0.013,-0.292,66.282,3425.9,290.121,0.21993,10.09,3987.1
20-07-2017 05:12:00,32.054,1008.069,80.318,0.0007,3.708,-0.122,-0.095,4.774,64.718,3508.0,290.519,0.15313,11.002,3938.3
20-07-2017 05:12:30,31.528,1007.965,81.561,0.0022,4.672,-0.397,-0.131,3.254,65.561,3420.5,290.428,0.00858,9.843,3921.3
20-07-2017 05:13:00,31.418,1008.168,79.623,0.0011,4.12,-0.059,-0.199,-2.256,65.859,3487.7,290.536,0.01236,9.479,4018.1
20-07-2017 05:13:30,31.634,1008.122,77.526,0.001,3.112,-0.002,0.125,1.183,65.652,3520.0,290.452,0.03191,9.134,3962.0
20-07-2017 05:14:00,31.689,1008.189,80.923,0.0001,5.34,0.082,-0.199,5.236,64.751,3472.2,290.6,0.09963,8.335,4033.4
20-07-2017 05:14:30,31.949,1008.065,80.792,0.0009,4.008,-0.022,-0.351,4.38,64.127,3510.5,290.652,-0.36691,10.118,3933.4
20-07-2017 05:15:00,31.262,1008.276,76.746,0.0001,5.165,0.005,0.183,-4.26,63.234,3435.0,289.866,-0.25988,10.161,3973.1
20-07-2017 05:15:30,32.068,1008.024,79.654,0.0001,5.035,-0.03,0.207,-1.693,64.79,3399.8,290.132,0.22655,7.378,3933.5
20-07-2017 05:16:00,31.655,1008.335,77.274,0.0001,3.667,0.2,0.249,-1.616,65.942,3510.8,290.319,0.12474,10.55,4021.7
20-07-2017 05:16:30,31.588,1007.92,78.662,0.001,4.888,-0.216,-0.202,-2.022,64.101,3570.2,290.381,-0.06581,11.562,4032.4
20-07-2017 05:17:00,31.452,1008.182,78.305,0.0001,3.877,0.113,0.174,-3.44,65.56,3433.2,290.187,0.14021,9.782,4016.9
20-07-2017 05:17:30,31.291,1008.186,80.873,0.0001,3.148,0.221,0.118,-1.467,64.24,3544.1,290.662,0.39751,9.138,3945.7
20-07-2017 05:18:00,31.92,1008.034,79.835,0.0001,4.013,-0.134,-0.279,0.545,65.085,3485.1,290.982,-0.10888,7.483,3962.7
20-07-2017 05:18:30,31.733,1008.18,77.731,0.0004,4.507,0.058,-0.029,1.524,65.566,3416.2,290.444,-0.28434,10.107,4011.7
20-07-2017 05:19:00,31.401,1008.283,80.979,0.0011,3.99,0.094,0.265,2.551,64.472,3426.4,290.414,0.09949,10.476,3915.6
20-07-2017 05:19:30,31.4,1007.863,77.509,0.0003,4.084,-0.202,-0.075,-1.511,65.136,3483.8,290.643,-0.29253,8.961,3987.9
20-07-2017 05:20:00,31.65,1008.19,80.154,0.0004,4.954,-0.086,0.1,0.884,64.668,3462.7,289.828,-0.12315,9.7,4075.8
20-07-2017 05:20:30,32.151,1007.83,78.438,0.0001,4.332,-0.194,-0.274,-0.939,65.564,3417.3,290.397,0.42673,9.674,3991.0
20-07-2017 05:21:00,31.678,1008.014,79.111,0.0002,3.762,-0.321,-0.175,-2.227,65.188,3398.3,290.682,-0.10074,12.261,3925.6
20-07-2017 05:21:30,31.367,1008.325,80.416,0.0001,4.689,0.405,0.26,-1.155,65.045,3440.6,290.195,-0.33084,8.932,3969.6
20-07-2017 05:22:00,31.691,1008.06,80.441,0.0003,4.387,-0.122,-0.131,1.04,66.247,3492.7,290.02,0.0686,8.239,3968.5
20-07-2017 05:22:30,31.684,1007.989,81.665,0.0004,2.755,-0.197,-0.373,0.358,65.53,3482.6,290.332,0.17488,11.11,4107.0
20-07-2017 05:23:00,31.088,1008.106,79.536,0.0002,4.525,0.072,-0.121,-0.66,64.448,3457.9,290.37,-0.10843,10.55,4083.3
20-07-2017 05:23:30,31.748,1008.378,80.119,0.0009,4.503,0.198,0.254,0.363,64.931,3493.1,290.116,0.32353,7.935,4036.5
20-07-2017 05:24:00,31.713,1007.91,79.003,0.002,4.28,-0.373,-0.197,-2.016,64.939,3535.0,291.017,0.06449,11.096,3982.8
20-07-2017 05:24:30,31.945,1008.003,79.932,0.0001,4.803,0.14,-0.084,0.165,65.064,3502.7,290.245,-0.48747,11.485,4060.0
20-07-2017 05:25:00,32.243,1008.309,80.318,0.0,3.865,0.119,0.038,-2.427,67.02,3476.9,290.042,0.05776,6.234,3943.3
20-07-2017 05:25:30,32.062,1008.352,79.512,0.0008,4.47,0.522,0.298,2.01,65.297,3529.4,290.36,0.30923,9.197,4053.8
20-07-2017 05:26:00,31.723,1008.117,76.954,0.0001,3.328,0.103,-0.018,-1.933,63.371,3435.0,290.661,0.01666,5.015,4046.4
20-07-2017 05:26:30,31.513,1007.981,80.156,0.0002,4.512,-0.344,-0.155,0.687,64.566,3471.7,290.393,-0.06334,10.144,3992.4
20-07-2017 05:27:00,32.442,1008.381,80.206,0.0003,5.44,0.321,0.312,-0.112,63.454,3472.9,290.534,-0.13334,11.099,4057.0
20-07-2017 05:27:30,31.814,1008.321,78.639,0.0012,3.671,0.332,0.356,-2.922,64.736,3421.1,290.127,0.15031,10.806,3977.6
20-07-2017 05:28:00,31.812,1008.211,77.733,0.0005,3.812,0.105,0.043,-1.89,63.41,3462.0,290.835,0.21498,12.004,3936.7
20-07-2017 05:28:30,31.802,1008.032,81.873,0.0,3.842,-0.346,-0.09,4.347,64.303,3379.2,290.557,-0.066,10.465,4048.9
20-07-2017 05:29:00,31.867,1008.124,80.396,0.0,4.346,0.214,-0.065,-0.527,63.783,3578.6,290.703,-0.02948,11.475,3995.7
20-07-2017 05:29:30,31.781,1008.11,79.316,0.0001,3.63,0.107,0.045,-1.476,65.307,3436.1,290.498,-0.03342,10.974,4030.1
20-07-2017 05:30:00,31.683,1008.169,77.954,0.0002,4.521,-0.14,-0.107,1.207,65.0,3562.3,290.636,-0.18573,9.981,4091.0
20-07-2017 05:30:30,31.69,1008.304,78.427,0.0003,4.776,-0.048,0.28,-1.227,65.242,3484.9,290.126,-0.19744,8.238,3963.9
20-07-2017 05:31:00,31.827,1008.235,81.613,0.0009,4.589,0.118,-0.1,4.339,64.916,3511.2,290.241,0.33293,9.083,3992.8
20-07-2017 05:31:30,31.699,1008.0,79.866,0.0002,3.207,0.019,0.08,1.203,63.885,3458.5,290.792,0.30767,9.017,4078.5
20-07-2017 05:32:00,31.666,1008.295,78.833,0.0002,4.865,-0.086,0.113,0.528,65.411,3493.4,290.856,-0.37403,10.227,4033.4
20-07-2017 05:32:30,31.871,1008.167,80.424,0.0002,4.83,-0.154,-0.019,-0.449,66.538,3515.5,290.044,-0.1965,10.174,3965.0
20-07-2017 05:33:00,31.789,1008.212,78.438,0.0,4.766,0.001,0.178,-1.397,65.327,3516.2,290.463,0.10742,10.281,3952.2
20-07-2017 05:33:30,32.229,1008.305,81.911,0.0016,4.492,0.273,0.125,4.18,64.659,3521.7,290.259,-0.14202,9.422,3973.6
20-07-2017 05:34:00,31.199,1007.996,81.688,0.0001,4.4,-0.128,-0.287,0.709,63.858,3464.5,290.179,0.10737,9.006,3963.1
20-07-2017 05:34:30,32.135,1008.125,78.959,0.0002,4.887,0.015,0.262,1.451,64.274,3458.9,290.474,0.2757,9.027,4011.9
20-07-2017 05:35:00,32.182,1008.066,78.716,0.0001,5.422,-0.103,-0.124,-1.438,65.362,3403.3,290.731,0.02502,10.688,4003.9
20-07-2017 05:35:30,31.352,1007.941,75.732,0.0003,3.696,-0.363,0.111,-2.706,65.858,3509.1,290.524,-0.21907,7.34,4014.0
20-07-2017 05:36:00,31.794,1008.171,77.437,0.0013,4.915,-0.064,0.157,-1.674,65.209,3537.1,290.292,0.00948,8.904,3958.0
20-07-2017 05:36:30,31.786,1008.431,77.65,0.0001,4.216,0.431,0.106,-2.766,65.64,3563.8,290.543,-0.00607,10.491,3996.5
20-07-2017 05:37:00,31.536,1007.909,79.862,0.0003,4.19,-0.386,-0.151,-0.579,65.566,3498.2,290.28,-0.01541,10.794,3897.2
20-07-2017 05:37:30,31.694,1008.126,79.17,0.0,3.346,-0.041,0.137,-2.495,65.405,3444.6,290.512,0.26347,9.818,4007.3
20-07-2017 05:38:00,31.619,1008.206,77.641,0.0007,4.097,-0.006,0.1,-1.895,64.473,3398.1,290.807,-0.37339,9.916,4058.8
20-07-2017 05:38:30,32.335,1008.144,79.238,0.0005,3.67,-0.161,-0.234,-0.881,65.139,3535.0,289.765,-0.08988,7.4,3928.8
20-07-2017 05:39:00,32.139,1008.116,80.417,0.0006,3.99,0.12,0.206,1.415,64.321,3393.1,290.627,0.08072,8.945,4024.2
20-07-2017 05:39:30,32.223,1007.974,80.451,0.0003,3.609,-0.151,-0.029,0.519,65.014,3465.9,289.927,0.06466,10.273,3969.4
20-07-2017 05:40:00,32.094,1008.157,76.81,0.0012,3.999,0.091,-0.152,-3.509,65.265,3471.7,290.757,0.1353,8.852,4040.1
20-07-2017 05:40:30,31.631,1008.039,79.467,0.0003,4.024,0.098,-0.313,-0.045,66.343,3479.5,290.197,-0.3669,10.709,4007.9
20-07-2017 05:41:00,31.791,1007.867,77.584,0.0004,4.326,-0.304,-0.25,0.631,63.952,3484.8,290.023,0.19984,8.855,4020.2
20-07-2017 05:41:30,32.044,1008.273,81.012,0.0006,3.299,-0.158,0.292,0.855,65.385,3489.9,290.597,0.23728,11.287,4003.2
20-07-2017 05:42:00,31.625,1008.244,80.835,0.0004,3.401,0.335,-0.137,0.629,66.185,3362.2,290.497,-0.25417,11.205,4066.4
20-07-2017 05:42:30,32.109,1008.136,78.312,0.0001,4.485,0.01,-0.185,-0.327,65.607,3483.7,290.088,-0.24258,11.259,4017.4
20-07-2017 05:43:00,31.879,1008.157,78.51,0.0002,3.789,-0.049,-0.054,0.778,65.666,3371.5,290.012,0.12176,11.605,3964.7
20-07-2017 05:43:30,31.845,1008.258,78.967,0.0,4.913,0.114,0.226,-2.906,65.47,3519.6,290.332,0.00734,9.844,4004.9
20-07-2017 05:44:00,32.125,1008.156,76.28,0.0003,4.403,0.04,0.032,-4.116,66.039,3455.2,290.027,-0.1311,8.578,3981.6
20-07-2017 05:44:30,32.058,1008.238,80.163,0.0005,4.632,0.264,0.128,0.848,64.13,3375.1,290.07,0.19796,10.892,4008.1
20-07-2017 05:45:00,31.865,1008.094,79.25,0.0001,5.114,-0.063,-0.075,1.296,63.891,3442.3,290.423,0.01434,7.944,3979.0
20-07-2017 05:45:30,32.245,1008.287,81.115,0.0005,4.082,0.248,-0.017,2.688,64.995,3454.5,290.098,0.04664,8.769,3966.2
20-07-2017 05:46:00,31.693,1008.168,78.012,0.0011,3.923,0.301,-0.067,-3.601,63.271,3542.5,290.516,0.3684,11.593,4010.0
20-07-2017 05:46:30,32.117,1008.153,78.731,0.0002,4.791,-0.12,0.153,-1.135,65.985,3492.8,290.835,-0.08626,12.691,4002.8
20-07-2017 05:47:00,32.12,1007.977,77.399,0.0001,4.574,-0.267,-0.318,-1.434,65.977,3500.2,290.344,-0.204,10.259,4053.2
